,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,actual_numerator,stages,p1
36,884441805382717440,2017-07-10 15:58:53+00:00,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,,14,None,Pembroke
37,884162670584377345,2017-07-09 21:29:42+00:00,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,12,doggo,German Shepherd
38,883838122936631299,2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,12,None,Doberman
39,883482846933004288,2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,13.5,None,Golden Retriever
40,883360690899218434,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,13,floofer,Chow
41,883117836046086144,2017-07-07 00:17:54+00:00,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,,13,None,Golden Retriever
42,882992080364220416,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,13,None,Eskimo Dog
43,882762694511734784,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,12,pupper,Labrador Retriever
44,882627270321602560,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,13,None,Pembroke
45,882268110199369728,2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,13,None,Golden Retriever
46,882045870035918850,2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,13,None,Web Site
47,881906580714921986,2017-07-03 16:04:48+00:00,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,12,None,Weimaraner
48,881666595344535552,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,13,None,Saluki
49,881536004380872706,2017-07-02 15:32:16+00:00,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,,14,pupper,Samoyed
50,881268444196462592,2017-07-01 21:49:04+00:00,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,,12,None,Tusker
51,880935762899988482,2017-06-30 23:47:07+00:00,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,13,None,Street Sign
52,880872448815771648,2017-06-30 19:35:32+00:00,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,,12,None,Pembroke
53,880465832366813184,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,12,None,Golden Retriever
54,880221127280381952,2017-06-29 00:27:25+00:00,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,,12,None,Chihuahua
55,880095782870896641,2017-06-28 16:09:20+00:00,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,,11,None,Miniature Pinscher
56,879862464715927552,2017-06-28 00:42:13+00:00,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,13,None,Basset
57,879492040517615616,2017-06-27 00:10:17+00:00,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,12,None,German Short-Haired Pointer
58,879415818425184262,2017-06-26 19:07:24+00:00,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,13,None,English Springer
59,879376492567855104,2017-06-26 16:31:08+00:00,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,12,None,Tricycle
60,879050749262655488,2017-06-25 18:56:45+00:00,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,11,None,Tabby
61,879008229531029506,2017-06-25 16:07:47+00:00,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,13,None,Vizsla
62,878776093423087618,2017-06-25 00:45:22+00:00,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,13,puppo,Italian Greyhound
63,878281511006478336,2017-06-23 16:00:04+00:00,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,,13,None,Basset
64,878057613040115712,2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,14,None,French Bulldog
65,877736472329191424,2017-06-22 03:54:17+00:00,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,13,None,Chesapeake Bay Retriever
66,877556246731214848,2017-06-21 15:58:08+00:00,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,12,None,Basset
67,877316821321428993,2017-06-21 00:06:44+00:00,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,13,None,Saluki
68,877201837425926144,2017-06-20 16:29:50+00:00,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,12,None,Pembroke
69,876838120628539392,2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,12,pupper,Bloodhound
70,876484053909872640,2017-06-18 16:57:37+00:00,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,,13,None,Golden Retriever
71,876120275196170240,2017-06-17 16:52:05+00:00,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,13,None,Bernese Mountain Dog
72,875747767867523072,2017-06-16 16:11:53+00:00,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,13,None,Labrador Retriever
73,875144289856114688,2017-06-15 00:13:52+00:00,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,13,None,Siberian Husky
74,875021211251597312,2017-06-14 16:04:48+00:00,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,,12,None,West Highland White Terrier
75,874680097055178752,2017-06-13 17:29:20+00:00,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,12,None,Labrador Retriever
76,874296783580663808,2017-06-12 16:06:11+00:00,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,13,pupper,Cocker Spaniel
77,874057562936811520,2017-06-12 00:15:36+00:00,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,,12,None,Flat-Coated Retriever
78,874012996292530176,2017-06-11 21:18:31+00:00,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,13,puppo,Cardigan
79,873580283840344065,2017-06-10 16:39:04+00:00,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,,13,None,Newfoundland
80,873213775632977920,2017-06-09 16:22:42+00:00,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,12,pupper,Vizsla
81,872967104147763200,2017-06-09 00:02:31+00:00,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,,12,doggo,Labrador Retriever
82,872820683541237760,2017-06-08 14:20:41+00:00,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,,13,None,Pug
83,872620804844003328,2017-06-08 01:06:27+00:00,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,13,None,Cocker Spaniel
84,872486979161796608,2017-06-07 16:14:40+00:00,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,,12,None,Pembroke
85,872261713294495745,2017-06-07 01:19:32+00:00,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Harry,13,None,Labrador Retriever
86,872122724285648897,2017-06-06 16:07:15+00:00,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,10,Kody,12,None,Basketball
87,871879754684805121,2017-06-06 00:01:46+00:00,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,13,None,Shetland Sheepdog
88,871762521631449091,2017-06-05 16:15:56+00:00,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,12,pupper,Labrador Retriever
89,871515927908634625,2017-06-04 23:56:03+00:00,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,12,doggo,Komondor
90,871032628920680449,2017-06-03 15:55:36+00:00,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,13,None,Kelpie
91,870804317367881728,2017-06-03 00:48:22+00:00,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11,10,,11,None,Home Theater
92,870656317836468226,2017-06-02 15:00:16+00:00,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,13,None,Pembroke
93,870374049280663552,2017-06-01 20:18:38+00:00,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Zoey,13,None,Golden Retriever
94,870308999962521604,2017-06-01 16:00:09+00:00,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,13,None,Greater Swiss Mountain Dog
95,870063196459192321,2017-05-31 23:43:25+00:00,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,14,10,Clifford,14,None,Comic Book
96,869772420881756160,2017-05-31 04:27:59+00:00,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Dewey,13,None,Pembroke
97,869702957897576449,2017-05-30 23:51:58+00:00,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,10,Stanley,13,None,Pembroke
98,869596645499047938,2017-05-30 16:49:31+00:00,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,Scout,12,doggo,Chihuahua
99,869227993411051520,2017-05-29 16:24:37+00:00,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,10,Gizmo,13,None,Pembroke
100,868880397819494401,2017-05-28 17:23:24+00:00,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,10,,14,None,Laptop
101,868622495443632128,2017-05-28 00:18:35+00:00,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13,10,,13,None,Labrador Retriever
102,868552278524837888,2017-05-27 19:39:34+00:00,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12,10,Cooper,12,None,Whippet
103,867900495410671616,2017-05-26 00:29:37+00:00,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12,10,,12,None,Labrador Retriever
104,867774946302451713,2017-05-25 16:10:44+00:00,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13,10,Harold,13,None,Border Collie
105,867421006826221569,2017-05-24 16:44:18+00:00,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12,10,Shikha,12,puppo,Eskimo Dog
106,867051520902168576,2017-05-23 16:16:06+00:00,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13,10,,13,None,Samoyed
107,866686824827068416,2017-05-22 16:06:55+00:00,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12,10,Lili,12,None,Flat-Coated Retriever
108,866450705531457537,2017-05-22 00:28:40+00:00,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13,10,Jamesy,13,pupper,French Bulldog
109,866334964761202691,2017-05-21 16:48:45+00:00,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12,10,Coco,12,None,Samoyed
110,865718153858494464,2017-05-19 23:57:46+00:00,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",13,10,Boomer,13,None,Golden Retriever
111,865359393868664832,2017-05-19 00:12:11+00:00,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13,10,,13,None,Chesapeake Bay Retriever
112,865006731092295680,2017-05-18 00:50:50+00:00,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,13,10,Nelly,13,None,Pembroke
113,864873206498414592,2017-05-17 16:00:15+00:00,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 https://t.co/wr3xsjeCIR,14,10,,14,None,Pole
114,864279568663928832,2017-05-16 00:41:21+00:00,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,12,10,Meatball,12,None,Bull Mastiff
115,864197398364647424,2017-05-15 19:14:50+00:00,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,13,10,Paisley,13,None,Golden Retriever
116,863907417377173506,2017-05-15 00:02:33+00:00,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck https://t.co/ht47njyZ64,13,10,Albus,13,None,Marmot
117,863553081350529029,2017-05-14 00:34:33+00:00,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,13,10,Neptune,13,None,Eskimo Dog
118,863432100342583297,2017-05-13 16:33:49+00:00,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,12,10,Belle,12,None,Staffordshire Bullterrier
119,863062471531167744,2017-05-12 16:05:02+00:00,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",13,10,Quinn,13,None,French Bulldog
120,862831371563274240,2017-05-12 00:46:44+00:00,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",13,10,Zooey,13,None,Australian Terrier
121,862722525377298433,2017-05-11 17:34:13+00:00,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",11,10,Dave,11,None,Basset
122,862457590147678208,2017-05-11 00:01:27+00:00,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 https://t.co/jvSNASweNb",13,10,Jersey,13,None,Home Theater
123,862096992088072192,2017-05-10 00:08:34+00:00,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,13,10,,13,None,Chow
124,861383897657036800,2017-05-08 00:54:59+00:00,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,13,10,Hobbes,13,None,Cardigan
125,861288531465048066,2017-05-07 18:36:02+00:00,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 https://t.co/SqKJPwbQ2g,13,10,,13,None,Syringe
